Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Cse Engineering,Inner Classes, ,Which is true about a method-local inner class?,It must be marked final.,It can be marked abstract.,It can be marked public.,It can be marked static., ,B," <p>Option B is correct because a method-local inner class can be <i class=""java-code"">abstract</i>, although it means a subclass of the inner class must be created if the abstract class is to be used (so an abstract method-local inner class is probably not useful).</p><p>Option A is incorrect because a method-local inner class does not have to be declared <i class=""Java-code"">final</i> (although it is legal to do so).</p><p>C and D are incorrect because a method-local inner class cannot be made <i class=""Java-code"">public</i> (remember-you cannot mark any local variables as <i class=""Java-code"">public</i>), or <i class=""Java-code"">static</i>.</p> "
Cse Engineering,Inner Classes, ,Which statement is true about a static nested class?,You must have a reference to an instance of the enclosing class in order to instantiate it.,It does not have access to nonstatic members of the enclosing class.,It's variables and methods must be static.,It must extend the enclosing class., ,B," <p>Option B is correct because a static nested class is not tied to an instance of the enclosing class, and thus can't access the nonstatic members of the class (just as a static method can't access nonstatic members of a class).</p><p>Option A is incorrect because static nested classes do not need (and can't use) a reference to an instance of the enclosing class.</p><p>Option C is incorrect because static nested classes can declare and define nonstatic members.</p><p>Option D is wrong because it just is. There's no rule that says an inner or nested class has to extend anything.</p> "
Cse Engineering,Inner Classes, ,Which constructs an anonymous inner class instance?,"Runnable r = new Runnable() { },","Runnable r = new Runnable(public void run() { }),","Runnable r = new Runnable { public void run(){}},","System.out.println(new Runnable() {public void run() { }}),", ,D," <p>D is correct. It defines an anonymous inner class instance, which also means it creates an instance of that new anonymous class at the same time. The anonymous class is an implementer of the <i class=""java-code"">Runnable</i> interface, so it must override the <i class=""Java-code"">run()</i> method of <i class=""Java-code"">Runnable</i>.</p><p>A is incorrect because it doesn't override the <i class=""Java-code"">run()</i> method, so it violates the rules of interface implementation.</p><p>B and C use incorrect syntax.</p> "
Cse Engineering,Inner Classes, ,"class Foo {    class Bar{ }}class Test {    public static void main (String [] args)     {        Foo f = new Foo(),        /* Line 10: Missing statement ? */    }}which statement, inserted at line 10, creates an instance of Bar?","Foo.Bar b = new Foo.Bar(),","Foo.Bar b = f.new Bar(),","Bar b = new f.Bar(),","Bar b = f.new Bar(),", ,B," <p>Option B is correct because the syntax is correct-using both names (the enclosing class and the inner class) in the reference declaration, then using a reference to the enclosing class to invoke new on the inner class.</p><p>Option A, C and D all use incorrect syntax. A is incorrect because it doesn't use a reference to the enclosing class, and also because it includes both names in the new.</p><p>C is incorrect because it doesn't use the enclosing class name in the reference variable declaration, and because the new syntax is wrong.</p><p>D is incorrect because it doesn't use the enclosing class name in the reference variable declaration.</p> "
Cse Engineering,Inner Classes, ,"public class MyOuter {    public static class MyInner     {        public static void foo() { }    }} which statement, if placed in a class other than MyOuter or MyInner, instantiates an instance of the nested class?","MyOuter.MyInner m = new MyOuter.MyInner(),","MyOuter.MyInner mi = new MyInner(),","MyOuter m = new MyOuter(),MyOuter.MyInner mi = m.new MyOuter.MyInner(),","MyInner mi = new MyOuter.MyInner(),", ,A," <p><i class=""java-code"">MyInner</i> is a static nested class, so it must be instantiated using the fully-scoped name of <i class=""Java-code"">MyOuter.MyInner</i>.</p><p>Option B is incorrect because it doesn't use the enclosing name in the new.</p><p>Option C is incorrect because it uses incorrect syntax. When you instantiate a nested class by invoking new on an instance of the enclosing class, you do not use the enclosing name. The difference between Option A and C is that Option C is calling new on an instance of the enclosing class rather than just new by itself. </p><p>Option D is incorrect because it doesn't use the enclosing class name in the variable declaration.</p> "
Cse Engineering,Garbage Collections, ,"void start() {      A a = new A(),     B b = new B(),     a.s(b),      b = null, /* Line 5 */    a = null,  /* Line 6 */    System.out.println(""start completed""), /* Line 7 */} When is the B object, created in line 3, eligible for garbage collection?",after line 5,after line 6,after line 7,There is no way to be absolutely certain., ,D," No answer description available for this question. <a href=""discussion-206"">Let us discuss</a>. "
Cse Engineering,Garbage Collections, ,"class HappyGarbage01 {     public static void main(String args[])     {        HappyGarbage01 h = new HappyGarbage01(),         h.methodA(), /* Line 6 */    }     Object methodA()     {        Object obj1 = new Object(),         Object [] obj2 = new Object[1],         obj2[0] = obj1,         obj1 = null,         return obj2[0],     } }Where will be the most chance of the garbage collector being invoked?",After line 9,After line 10,After line 11,Garbage collector never invoked in methodA(), ,D," <p>Option D is correct. Garbage collection takes place after the method has returned its reference to the object. The method returns to line 6, there is no reference to store the return value. so garbage collection takes place after line 6. </p><p>Option A is wrong. Because the reference to <i class=""java-code"">obj1</i> is stored in <i class=""java-code"">obj2[0]</i>. The Object <i class=""java-code"">obj1</i> still exists on the heap and can be accessed by an active thread through the reference stored in <i class=""java-code"">obj2[0]</i>. </p><p>Option B is wrong. Because it is only one of the references to the object <i class=""java-code"">obj1</i>, the other reference is maintained in <i class=""java-code"">obj2[0]</i>. </p><p>Option C is wrong. The garbage collector will not be called here because a reference to the object is being maintained and returned in <i class=""java-code"">obj2[0]</i>. </p> "
Cse Engineering,Garbage Collections, ,"class Bar { } class Test {      Bar doBar()     {        Bar b = new Bar(), /* Line 6 */        return b, /* Line 7 */    }     public static void main (String args[])     {         Test t = new Test(),  /* Line 11 */        Bar newBar = t.doBar(),  /* Line 12 */        System.out.println(""newBar""),         newBar = new Bar(), /* Line 14 */        System.out.println(""finishing""), /* Line 15 */    } }At what point is the Bar object, created on line 6, eligible for garbage collection?",after line 12,after line 14,"after line 7, when doBar() completes","after line 15, when main() completes", ,B," <p>Option B is correct. All references to the <i class=""java-code"">Bar</i> object created on line 6 are destroyed when a new reference to a new <i class=""java-code"">Bar</i> object is assigned to the variable <i class=""java-code"">newBar</i> on line 14. Therefore the <i class=""java-code"">Bar</i> object, created on line 6, is eligible for garbage collection after line 14. </p><p>Option A is wrong. This actually protects the object from garbage collection.</p><p>Option C is wrong. Because the reference in the <i class=""java-code"">doBar()</i> method is returned on line 7 and is stored in <i class=""java-code"">newBar</i> on line 12. This preserver the object created on line 6. </p><p>Option D is wrong. Not applicable because the object is eligible for garbage collection after line 14. </p> "
Cse Engineering,Garbage Collections, ,"class Test {      private Demo d,     void start()     {          d = new Demo(),         this.takeDemo(d), /* Line 7 */    } /* Line 8 */    void takeDemo(Demo demo)     {         demo = null,          demo = new Demo(),     } }When is the Demo object eligible for garbage collection?",After line 7,After line 8,After the start() method completes,When the instance running this code is made eligible for garbage collection., ,D," <p>Option D is correct. By a process of elimination.</p><p>Option A is wrong. The variable <i class=""java-code"">d</i> is a member of the <i class=""java-code"">Test</i> class and is never directly set to null. </p><p>Option B is wrong. A copy of the variable <i class=""java-code"">d</i> is set to null and not the actual variable <i class=""java-code"">d</i>. </p><p>Option C is wrong. The variable <i class=""java-code"">d</i> exists outside the <i class=""java-code"">start()</i> method (it is a class member). So, when the <i class=""java-code"">start()</i> method finishes the variable <i class=""java-code"">d</i> still holds a reference.</p> "
Cse Engineering,Garbage Collections, ,"public class X {    public static void main(String [] args)     {        X x = new X(),        X x2 = m1(x), /* Line 6 */        X x4 = new X(),        x2 = x4, /* Line 8 */        doComplexStuff(),    }    static X m1(X mx)     {        mx = new X(),        return mx,    }}After line 8 runs. how many objects are eligible for garbage collection?",0 Â ,1,2,3, ,B," <p>By the time line 8 has run, the only object without a reference is the one generated as a result of line 6. Remember that ""Java is pass by value,"" so the reference variable <i class=""java-code"">x</i> is not affected by the <i class=""java-code"">m1()</i> method.</p><p>Ref: http://www.javaworld.com/javaworld/javaqa/2000-05/03-qa-0526-pass.html</p> "
Cse Engineering,Garbage Collections, ,"public Object m() {      Object o = new Float(3.14F),     Object [] oa = new Object[l],    oa[0] = o, /* Line 5 */    o = null,  /* Line 6 */    oa[0] = null, /* Line 7 */    return o, /* Line 8 */}When is the Float object, created in line 3, eligible for garbage collection?",just after line 5,just after line 6,just after line 7,just after line 8, ,C," <p>Option A is wrong. This simply copies the object reference into the array.</p><p>Option B is wrong. The reference o is set to null, but, <i class=""java-code"">oa[0]</i> still maintains the reference to the <i class=""java-code"">Float</i> object.</p><p>Option C is correct. The thread of execution will then not have access to the object.</p> "
Cse Engineering,Garbage Collections, ,"class X2 {    public X2 x,    public static void main(String [] args)     {        X2 x2 = new X2(),  /* Line 6 */        X2 x3 = new X2(),  /* Line 7 */        x2.x = x3,        x3.x = x2,        x2 = new X2(),        x3 = x2, /* Line 11 */        doComplexStuff(),    }}after line 11 runs, how many objects are eligible for garbage collection?",0,1,2,3, ,C," <p>This is an example of the islands of isolated objects. By the time line 11 has run, the objects instantiated in lines 6 and 7 are referring to each other, but no live thread can reach either of them.</p> "
Cse Engineering,Garbage Collections, ,What allows the programmer to destroy an object x?,x.delete(),x.finalize(),Runtime.getRuntime().gc(),Only the garbage collection system can destroy an object., ,D," <p>Option D is correct. When an object is no longer referenced, it may be reclaimed by the garbage collector. If an object declares a finalizer, the finalizer is executed before the object is reclaimed to give the object a last chance to clean up resources that would not otherwise be released. When a class is no longer needed, it may be unloaded. </p><p>Option A is wrong. I found 4 <i class=""java-code"">delete()</i> methods in all of the Java class structure. They are:</p>  <p></p><ol class=""java-ol-1234""><li><i class=""java-code"">delete()</i> - Method in class <i class=""java-code"">java.io.File</i> : Deletes the file or directory denoted by this abstract pathname.</li><li><i class=""java-code"">delete(int, int)</i> - Method in class <i class=""java-code"">java.lang.StringBuffer</i> : Removes the characters in a substring of this <i class=""java-code"">StringBuffer</i>.</li><li><i class=""java-code"">delete(int, int)</i> - Method in interface <i class=""java-code"">javax.accessibility.AccessibleEditableText</i> : Deletes the text between two indices</li><li><i class=""java-code"">delete(int, int)</i> - Method in class : <i class=""java-code"">javax.swing.text.JTextComponent.AccessibleJTextComponent</i>, Deletes the text between two indices</li></ol><p></p><p>None of these destroy the object to which they belong. </p><p>Option B is wrong. I found 19 <i class=""java-code"">finalize()</i> methods. The most interesting, from this questions point of view, was the <i class=""java-code"">finalize()</i> method in class <i class=""java-code"">java.lang.Object</i> which is called by the garbage collector on an object when garbage collection determines that there are no more references to the object. This method does not destroy the object to which it belongs. </p><p>Option C is wrong. But it is interesting. The <i class=""java-code"">Runtime</i> class has many methods, two of which are: </p><p></p><ol class=""java-ol-1234""><li><i class=""java-code"">getRuntime()</i> - Returns the runtime object associated with the current Java application.</li><li><i class=""java-code"">gc()</i> - Runs the garbage collector. Calling this method suggests that the Java virtual machine expend effort toward recycling unused objects in order to make the memory they currently occupy available for quick reuse. When control returns from the method call, the virtual machine has made its best effort to recycle all discarded objects. Interesting as this is, it doesn't destroy the object.</li></ol> "
Cse Engineering,Java.lang Class, ,"What is the value of ""d"" after this line of code has been executed?double d = Math.round ( 2.5 + Math.random() ),",2,3,4,2.5, ,B," <p>The <i class=""java-code"">Math.random()</i> method returns a number greater than or equal to <i class=""java-code"">0</i> and less than <i class=""java-code"">1</i> . Since we can then be sure that the sum of that number and <i class=""java-code"">2.5</i> will be greater than or equal to <i class=""java-code"">2.5</i> and less than <i class=""java-code"">3.5</i>, we can be sure that <i class=""java-code"">Math.round()</i> will round that number to <i class=""java-code"">3</i>. So Option B is the answer.</p> "
Cse Engineering,Java.lang Class, ,Which of the following would compile without error?,"int a = Math.abs(-5),","int b = Math.abs(5.0),","int c = Math.abs(5.5F),","int d = Math.abs(5L),", ,A," <p>The return value of the <i class=""java-code"">Math.abs()</i> method is always the same as the type of the parameter passed into that method.</p><p>In the case of <i class=""java-code"">A</i>, an integer is passed in and so the result is also an integer which is fine for assignment to ""<i class=""java-code"">int a</i>"".</p><p>The values used in B, C &amp, D respectively are a <i class=""java-code"">double</i>, a float and a long. The compiler will complain about a possible loss of precision if we try to assign the results to an ""<i class=""java-code"">int</i>"".</p><p></p><p></p><p></p> "
Cse Engineering,Java.lang Class, ,"Which of the following are valid calls to Math.max?Math.max(1,4)Math.max(2.3, 5)Math.max(1, 3, 5, 7)Math.max(-1.5, -2.8f)","1, 2 and 4","2, 3 and 4","1, 2 and 3",3 and 4, ,A," <p>(1), (2), and (4) are correct. The <i class=""java-code"">max()</i> method is overloaded to take two arguments of type <i class=""java-code"">int</i>, <i class=""java-code"">long</i>, <i class=""java-code"">float</i>, or <i class=""java-code"">double</i>.</p><p>(3) is incorrect because the <i class=""java-code"">max()</i> method only takes two arguments.</p> "
Cse Engineering,Java.lang Class, ,"public class Myfile {     public static void main (String[] args)     {        String biz = args[1],         String baz = args[2],         String rip = args[3],         System.out.println(""Arg is "" + rip),     } }Select how you would start the program to cause it to print: Arg is 2",java Myfile 222,java Myfile 1 2 2 3 4,java Myfile 1 3 2 2,java Myfile 0 1 2 3, ,C," <p>Arguments start at array element <i class=""java-code"">0</i> so the fourth arguement must be <i class=""java-code"">2</i> to produce the correct output. </p> "
Cse Engineering,Declarations and Access Control, ,You want subclasses in any package to have access to members of a superclass. Which is the most restrictive access that accomplishes this objective?,public,private,protected,transient, ,C," <p>Access modifiers dictate which classes, not which instances, may access features. </p><p>Methods and variables are collectively known as members. Method and variable members are given access control in exactly the same way. </p> <p><i class=""java-code"">private</i> makes a member accessible only from within its own class </p><p><i class=""java-code"">protected</i> makes a member accessible only to classes in the same package or subclass of the class </p><p><i class=""java-code"">default</i> access is very similar to protected (make sure you spot the difference) default access makes a member accessible only to classes in the same package.</p><p><i class=""java-code"">public</i> means that all other classes regardless of the package that they belong to, can access the member (assuming the class itself is visible) </p><p><i class=""java-code"">final</i> makes it impossible to extend a class, when applied to a method it prevents a method from being overridden in a subclass, when applied to a variable it makes it impossible to reinitialise a variable once it has been initialised</p><p><i class=""java-code"">abstract</i> declares a method that has not been implemented.</p><p><i class=""java-code"">transient</i> indicates that a variable is not part of the persistent state of an object.</p><p><i class=""java-code"">volatile</i> indicates that a thread must reconcile its working copy of the field with the master copy every time it accesses the variable.</p> <p>After examining the above it should be obvious that the access modifier that provides the most restrictions for methods to be accessed from the subclasses of the class from another package is C - <i class=""java-code"">protected</i>. A is also a contender but C is more restrictive, B would be the answer if the constraint was the ""same package"" instead of ""any package"" in other words the subclasses clause in the question eliminates default.</p> "
Cse Engineering,Declarations and Access Control, ,"public class Outer {     public void someOuterMethod()     {        //Line 5     }     public class Inner { }         public static void main(String[] argv)     {        Outer ot = new Outer(),         //Line 10    } } Which of the following code fragments inserted, will allow to compile?","new Inner(), //At line 5","new Inner(), //At line 10","new ot.Inner(), //At line 10","new Outer.Inner(), //At line 10", ,A," <p>Option A compiles without problem.</p><p>Option B gives error - non-static variable cannot be referenced from a static context.</p><p>Option C package <i class=""java-code"">ot</i> does not exist.</p><p>Option D gives error - non-static variable cannot be referenced from a static context.</p> "
Cse Engineering,Declarations and Access Control, ,"interface Base {    boolean m1 (),    byte m2(short s),}which two code fragments will compile?interface Base2 implements Base {}abstract class Class2 extends Base { public boolean m1(){ return true, }}abstract class Class2 implements Base {}abstract class Class2 implements Base  { public boolean m1(){ return (7 > 4), }}abstract class Class2 implements Base { protected boolean m1(){ return (5 > 7) }}",1 and 2,2 and 3,3 and 4,1 and 5, ,C," <p>(3) is correct because an abstract class doesn't have to implement any or all of its interface's methods. (4) is correct because the method is correctly implemented (<i class=""java-code"">(7 &gt, 4)</i> is a boolean).</p><p>(1) is incorrect because interfaces don't implement anything. (2) is incorrect because classes don't extend interfaces. (5) is incorrect because interface methods are implicitly <i class=""java-code"">public</i>, so the methods being implemented must be <i class=""java-code"">public</i>.</p> "
Cse Engineering,Declarations and Access Control, ,Which three form part of correct array declarations?public int a [ ]static int [ ] apublic [ ] int aprivate int a [3]private int [3] a [ ]public final int [ ] a,"1, 3, 4","2, 4, 5","1, 2, 6","2, 5, 6", ,C," <p>(1), (2) and (6) are valid array declarations.</p><p>Option (3) is not a correct array declaration. The compiler complains with: illegal start of type. The brackets are in the wrong place. The following would work: <i class=""java-code"">public int[ ] a</i></p><p>Option (4) is not a correct array declaration. The compiler complains with: '<i class=""java-code"">]</i>' expected. A closing bracket is expected in place of the 3. The following works: <i class=""java-code"">private int a []</i></p><p>Option (5) is not a correct array declaration. The compiler complains with 2 errors:</p><p>'<i class=""java-code"">]</i>' expected. A closing bracket is expected in place of the 3 and </p><p>&lt,identifier&gt, expected A variable name is expected after <i class=""java-code"">a[ ]</i> .</p> "
Cse Engineering,Declarations and Access Control, ,public class Test { }What is the prototype of the default constructor?,Test( ),Test(void),public Test( ),public Test(void), ,C," <p>Option A and B are wrong because they use the default access modifier and the access modifier for the class is <i class=""java-code"">public</i> (remember, the default constructor has the same access modifier as the class).</p><p>Option D is wrong. The void makes the compiler think that this is a method specification - in fact if it were a method specification the compiler would spit it out.</p> "
Cse Engineering,Declarations and Access Control, ,What is the most restrictive access modifier that will allow members of one class to have access to members of another class in the same package?,public,abstract,protected,synchronized,default access,E," <p><i class=""java-code"">default</i> access is the ""package oriented"" access modifier.</p><p>Option A and C are wrong because <i class=""java-code"">public</i> and <i class=""java-code"">protected</i> are less restrictive. Option B and D are wrong because <i class=""java-code"">abstract</i> and <i class=""java-code"">synchronized</i> are not access modifiers.</p> "
Cse Engineering,Declarations and Access Control, ,"Which of the following is/are legal method declarations?protected abstract void m1(),static final void m1(){}synchronized public final void m1() {}private native void m1(),",1 and 3,2 and 4,1 only,All of them are legal declarations., ,D, <p>All the given statements are legal declarations.</p> 
Cse Engineering,Declarations and Access Control, ,Which cause a compiler error?,"int[ ] scores = {3, 5, 7},","int [ ][ ] scores = {2,7,6}, {9,3,45},","String cats[ ] = {""Fluffy"", ""Spot"", ""Zeus""},","boolean results[ ] = new boolean [] {true, false, true},","Integer results[ ] = {new Integer(3), new Integer(5), new Integer(8)},",B," <p>Option B generates a compiler error: &lt,identifier&gt, expected. The compiler thinks you are trying to create two arrays because there are two array initialisers to the right of the equals, whereas your intention was to create one 3 x 3 two-dimensional array.</p><p>To correct the problem and make option B compile you need to add an extra pair of curly brackets:</p><p>int [ ] [ ] scores = { {2,7,6}, {9,3,45} },</p><p></p><p></p><p></p> "
Cse Engineering,Declarations and Access Control, ,"Which three are valid method signatures in an interface?private int getArea(),public float getVol(float x),public void main(String [] args),public static void main(String [] args),boolean setFlag(Boolean [] test),",1 and 2,"2, 3 and 5","3, 4, and 5",2 and 4, ,B," <p>(2), (3), and (5). These are all valid interface method signatures.</p><p>(1), is incorrect because an interface method must be <i class=""java-code"">public</i>, if it is not explicitly declared <i class=""java-code"">public</i> it will be made public implicitly. (4) is incorrect because interface methods cannot be <i class=""java-code"">static</i>.</p> "
Cse Engineering,Declarations and Access Control, ,You want a class to have access to members of another class in the same package. Which is the most restrictive access that accomplishes this objective?,public,private,protected,default access, ,D," <p>The only two real contenders are C and D. <i class=""java-code"">Protected</i> access Option C makes a member accessible only to classes in the same package or subclass of the class. While default access Option D makes a member accessible only to classes in the same package. </p> "
Cse Engineering,Declarations and Access Control, ,"What is the widest valid returnType for methodA in line 3? public class ReturnIt {     returnType methodA(byte x, double y) /* Line 3 */    {         return (long)x / y * 2,     } }",int,byte,long,double, ,D," <p>However A, B and C are all wrong. Each of these would result in a narrowing conversion. Whereas we want a widening conversion, therefore the only correct answer is D. Don't be put off by the <i class=""java-code"">long</i> cast, this applies only to the variable x and not the rest of the expression. It is the variable y (of type <i class=""java-code"">double</i>) that forces the widening conversion to <i class=""java-code"">double</i>.</p> <p>Java's widening conversions are:</p><p>- From a byte to a short, an int, a long, a float, or a double.</p><p>- From a short, an int, a long, a float, or a double.</p><p>- From a char to an int, a long, a float, or a double.</p><p>- From an int to a long, a float, or a double.</p><p>- From a long to a float, or a double.</p><p>- From a float to a double.</p><p></p> "
Cse Engineering,Declarations and Access Control, ,"class A {      protected int method1(int a, int b)     {        return 0,     } }Which is valid in a class that extends class A?","public int method1(int a, int b) {return 0, }","private int method1(int a, int b) { return 0, }","public short method1(int a, int b) { return 0, }","static protected int method1(int a, int b) { return 0, }", ,A," <p>Option A is correct - because the class that extends <i class=""java-code"">A</i> is just simply overriding <i class=""java-code"">method1</i>.</p><p>Option B is wrong - because it can't override as there are less access privileges in the subclass <i class=""java-code"">method1</i>. </p><p>Option C is wrong - because to override it, the return type needs to be an integer. The different return type means that the method is not overriding but the same argument list means that the method is not overloading. Conflict - compile time error. </p><p>Option D is wrong - because you can't override a method and make it a class method i.e. using <i class=""java-code"">static</i>.</p> "
Cse Engineering,Declarations and Access Control, ,Which one creates an instance of an array?,"int[ ] ia = new int[15],","float fa = new float[20],","char[ ] ca = ""Some String"",","int ia[ ] [ ] = { 4, 5, 6 }, { 1,2,3 },", ,A," <p>Option A is correct. It uses correct array declaration and correct array construction.</p><p>Option B is incorrect. It generates a compiler error: incompatible types because the array variable declaration is not correct. The array construction expects a reference type, but it is supplied with a primitive type in the declaration.</p><p>Option C is incorrect. It generates a compiler error: incompatible types because a string literal is not assignable to a character type variable. </p><p>Option D is wrong, it generates a compiler error &lt,identifier&gt, expected. The compiler thinks that you are trying to create two arrays because there are two array initialisers to the right of the equals, whereas your intention was to create a 3 x 3 two-dimensional array.</p> "
Cse Engineering,Declarations and Access Control, ,Which two of the following are legal declarations for nonnested classes and interfaces?final abstract class Test {}public static interface Test {}final public class Test {}protected abstract class Test {}protected interface Test {}abstract public class Test {},1 and 4,2 and 5,3 and 6,4 and 6, ,C," <p>(3), (6). Both are legal class declarations.</p><p>(1) is wrong because a class cannot be <i class=""java-code"">abstract</i> and <i class=""java-code"">final</i>âthere would be no way to use such a class. (2) is wrong because interfaces and classes cannot be marked as <i class=""java-code"">static</i>. (4) and (5) are wrong because classes and interfaces cannot be marked as <i class=""java-code"">protected</i>.</p> "
Cse Engineering,Declarations and Access Control, ,Which of the following class level (nonlocal) variable declarations will not compile?,"protected int a,","transient int b = 3,","private synchronized int e,","volatile int d,", ,C," <p>Option C will not compile, the <i class=""java-code"">synchronized</i> modifier applies only to methods.</p><p>Option A and B will compile because <i class=""java-code"">protected</i> and <i class=""java-code"">transient</i> are legal variable modifiers. Option D will compile because <i class=""java-code"">volatile</i> is a proper variable modifier.</p> "
Cse Engineering,Declarations and Access Control, ,"Which two cause a compiler error?float[ ] f = new float(3),float f2[ ] = new float[ ],float[ ]f1 = new float[3],float f3[ ] = new float[3],float f5[ ] = {1.0f, 2.0f, 2.0f},","2, 4","3, 5","4, 5","1, 2", ,D," <p>(1) causes two compiler errors ( '[' expected and illegal start of expression) because the wrong type of bracket is used, <i class=""java-code"">( )</i> instead of <i class=""java-code"">[ ]</i>. The following is  the correct syntax: <i class=""java-code"">float[ ] f = new float[3],</i></p><p>(2) causes a compiler error ( '{' expected ) because the array constructor does not specify the number of elements in the array. The following is the correct syntax: <i class=""java-code"">float f2[ ] = new float[3],</i> </p><p>(3), (4), and (5) compile without error.</p> "
Cse Engineering,Declarations and Access Control, ,"Given a method in a protected class, what access modifier do you use to restrict access to that method to only the other members of the same class?",final,static,private,protected,volatile,C," <p>The <i class=""java-code"">private</i> access modifier limits access to members of the same class.</p><p>Option A, B, D, and E are wrong because <i class=""java-code"">protected</i> are the wrong access modifiers, and <i class=""java-code"">final</i>, <i class=""java-code"">static</i>, and <i class=""java-code"">volatile</i> are modifiers but not access modifiers.</p> "
Cse Engineering,Declarations and Access Control, ,Which is a valid declaration within an interface?,"public static short stop = 23,","protected short stop = 23,","transient short stop = 23,","final void madness(short stop),", ,A," <p>(A) is valid interface declarations.</p><p>(B) and (C) are incorrect because interface variables cannot be either <i class=""java-code"">protected</i> or <i class=""java-code"">transient</i>. (D) is incorrect because interface methods cannot be <i class=""java-code"">final</i> or <i class=""java-code"">static</i>.</p> "
Cse Engineering,Flow Control, ,"public void foo( boolean a, boolean b){     if( a )     {        System.out.println(""A""), /* Line 5 */    }     else if(a && b) /* Line 7 */    {         System.out.println( ""A && B""),     }     else /* Line 11 */    {         if ( !b )         {            System.out.println( ""notB"") ,        }         else         {            System.out.println( ""ELSE"" ) ,         }     } }","If a is true and b is true then the output is ""A && B""","If a is true and b is false then the output is ""notB""","If a is false and b is true then the output is ""ELSE""","If a is false and b is false then the output is ""ELSE""", ,C," <p>Option C is correct. The output is ""<i class=""java-code"">ELSE</i>"". Only when a is false do the output lines after 11 get some chance of executing.</p><p>Option A is wrong. The output is ""<i class=""java-code"">A</i>"". When <i class=""java-code"">a</i> is true, irrespective of the value of <i class=""java-code"">b</i>, only the line 5 output will be executed. The condition at line 7 will never be evaluated (when a is true it will always be trapped by the line 12 condition) therefore the output will never be ""A &amp,&amp, B"". </p><p>Option B is wrong. The output is ""<i class=""java-code"">A</i>"". When <i class=""java-code"">a</i> is true, irrespective of the value of <i class=""java-code"">b</i>, only the line 5 output will be executed. </p><p>Option D is wrong. The output is ""<i class=""java-code"">notB</i>"".</p> "
Cse Engineering,Flow Control, ,"switch(x) {     default:          System.out.println(""Hello""), }Which two are acceptable types for x?bytelongcharfloatShortLong",1 and 3,2 and 4,3 and 5,4 and 6, ,A," <p><i class=""java-code"">Switch</i> statements are based on integer expressions and since both bytes and chars can implicitly be widened to an integer, these can also be used. Also shorts can be used. <i class=""java-code"">Short</i> and <i class=""java-code"">Long</i> are wrapper classes and reference types can not be used as variables.</p> "
Cse Engineering,Flow Control, ,"public void test(int x) {     int odd = 1,     if(odd) /* Line 4 */    {        System.out.println(""odd""),     }     else     {        System.out.println(""even""),     } }Which statement is true?",Compilation fails.,"""odd"" will always be output.","""even"" will always be output.","""odd"" will be output for odd values of x, and ""even"" for even values.", ,A," <p>The compiler will complain because of incompatible types (line 4), the if expects a boolean but it gets an integer.</p> "
Cse Engineering,Flow Control, ,"public class While {    public void loop()     {        int x= 0,        while ( 1 ) /* Line 6 */        {            System.out.print(""x plus one is "" + (x + 1)), /* Line 8 */        }    }}Which statement is true?",There is a syntax error on line 1.,There are syntax errors on lines 1 and 6.,"There are syntax errors on lines 1, 6, and 8.",There is a syntax error on line 6., ,D," <p>Using the integer <i class=""java-code"">1</i> in the while statement, or any other looping or conditional construct for that matter, will result in a compiler error. This is old C Program syntax, not valid Java.</p><p>A, B and C are incorrect because line 1 is valid (Java is case sensitive so While is a valid class name). Line 8 is also valid because an equation may be placed in a String operation as shown.</p> "
Cse Engineering,Objects and Collections, ,Suppose that you would like to create an instance of a new Map that has an iteration order that is the same as the iteration order of an existing instance of a Map. Which concrete implementation of the Map interface should be used for the new instance?,TreeMap,HashMap,LinkedHashMap,The answer depends on the implementation of the existing instance., ,C," <p> The iteration order of a <i class=""java-code"">Collection</i> is the order in which an iterator moves through the elements of the <i class=""java-code"">Collection</i>. The iteration order of a <i class=""java-code"">LinkedHashMap</i> is determined by the order in which elements are inserted. </p><p>When a new <i class=""java-code"">LinkedHashMap</i> is created by passing a reference to an existing Collection to the constructor of a <i class=""java-code"">LinkedHashMap</i> the <i class=""java-code"">Collection.addAll</i> method will ultimately be invoked. </p><p>The addAll method uses an iterator to the existing Collection to iterate through the elements of the existing Collection and add each to the instance of the new <i class=""java-code"">LinkedHashMap</i>. </p><p>Since the iteration order of the <i class=""java-code"">LinkedHashMap</i> is determined by the order of insertion, the iteration order of the new <i class=""java-code"">LinkedHashMap</i> must be the same as the interation order of the old <i class=""java-code"">Collection</i>. </p> "
Cse Engineering,Objects and Collections, ,"Which class does not override the equals() and hashCode() methods, inheriting them directly from class Object?",java.lang.String,java.lang.Double,java.lang.StringBuffer,java.lang.Character, ,C," <p><i class=""java-code"">java.lang.StringBuffer</i> is the only class in the list that uses the default methods provided by class <i class=""java-code"">Object</i>.</p> "
Cse Engineering,Objects and Collections, ,"Which collection class allows you to grow or shrink its size and provides indexed access to its elements, but whose methods are not synchronized?",java.util.HashSet,java.util.LinkedHashSet,java.util.List,java.util.ArrayList, ,D," <p>All of the collection classes allow you to grow or shrink the size of your collection. <i class=""java-code"">ArrayList</i> provides an index to its elements. The newer collection classes tend not to have synchronized methods. Vector is an older implementation of <i class=""java-code"">ArrayList</i> functionality and has synchronized methods, it is slower than <i class=""java-code"">ArrayList</i>.</p> "
