Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Electronics Engineering,RLC Circuits and Resonance, ,"How much current will flow in a 100 Hz series RLC circuit if VS = 20 V, RT = 66 ohms, and XT = 47 ohms?",1.05 A,303 mA,247 mA,107 mA, ,C," No answer description available for this question. <a href=""discussion-1274"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"What is the Q (Quality factor) of a series circuit that resonates at 6 kHz, has equal reactance of 4 kilo-ohms each, and a resistor value of 50 ohms?",0.001,50,80,4, ,C," No answer description available for this question. <a href=""discussion-1282"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the range between f1 and f2 of an RLC circuit that resonates at 150 kHz and has a Q of 30?,100.0 kHz to 155.0 kHz,147.5 kHz to 152.5 kHz,4500 kHz to 295.5 kHz,"149,970 Hz to 150,030 Hz", ,B," No answer description available for this question. <a href=""discussion-480"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the quality factor?,999,223,2.2,0.99, ,C," No answer description available for this question. <a href=""discussion-1268"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What effect will a parallel tank have upon final filter current?,very little,The bandpass frequencies will change.,The frequency cutoff will change.,The impedance will block output., ,A," No answer description available for this question. <a href=""discussion-1287"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the total current?,56.6 mA,141 mA,191 mA,244 mA, ,B," No answer description available for this question. <a href=""discussion-1264"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,When a parallel circuit resonates it is said to:,flywheel,oscillate,both of the above,none of the above, ,C," No answer description available for this question. <a href=""discussion-1258"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the resonant frequency in the given circuit?,11.6 Hz,275.8 Hz,1.5 kHz,3.2 kHz, ,D," No answer description available for this question. <a href=""discussion-474"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,Series RLC voltage or impedance totals must be calculated by:,subtracting the values,graphing the angles,adding vectors,multiplying the values, ,C," No answer description available for this question. <a href=""discussion-1272"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the total current?,15.6 mA,17.8 mA,21.9 mA,26.0 mA, ,A," No answer description available for this question. <a href=""discussion-1262"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,When XC = XL the circuit:,draws maximum current,applied voltage is zero,is at resonance,draws minimum current, ,C," No answer description available for this question. <a href=""discussion-1281"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"How much current will flow in a series RLC circuit when VT = 100 V, XL = 160 , XC = 80 , and R = 60 ?",1:00 AM,1 mA,6.28 A,10:00 AM, ,A," No answer description available for this question. <a href=""discussion-478"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"When a full band of frequencies is allowed to pass through a filter circuit to the output, the resonant circuit is called a:",low-pass filter,high-pass filter,band-stop filter,bandpass filter, ,D," No answer description available for this question. <a href=""discussion-1286"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"At resonance, the term bandwidth includes all frequencies that allow what percentage of maximum current to flow?",50,62.3,70.7,95.3, ,C," No answer description available for this question. <a href=""discussion-1283"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, , What is the voltage across the capacitor in the given circuit?,6.8 V,11.9 V,16.1 V,22.9 V, ,D," No answer description available for this question. <a href=""discussion-469"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, , What is the impedance of the circuit in the given circuit?,"1.05 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1.33 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","2.19 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","3.39 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,A," No answer description available for this question. <a href=""discussion-473"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,In a series RLC circuit the current can be found using:,"<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mca9_1001a1.gif"" align=""absmiddle"">","<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/mca9_1001b1.gif"" align=""absmiddle"">",both of the above,none of the above, ,C," No answer description available for this question. <a href=""discussion-1257"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the true power consumed in a 30 V series RLC circuit if Z = 20 ohms and R = 10 ohms?,15.0 watts,22.5 watts,30.0 watts,45.0 watts, ,B," No answer description available for this question. <a href=""discussion-1275"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"What is the current phase angle for a parallel RLC circuit when IL = 15.3 A, IC = 0.43 A, and IR = 3.5 A?",76.7 degrees,â4.25 degrees,88.8 degrees,â76.7 degrees, ,D," No answer description available for this question. <a href=""discussion-1280"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"At any resonant frequency, what voltage is measured across the two series reactive components?",applied,reactive,zero,inductive and capacitive, ,C," No answer description available for this question. <a href=""discussion-1285"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the resonance frequency?,31.8 Hz,71 Hz,7.1 kHz,31.8 kHz, ,B," No answer description available for this question. <a href=""discussion-1267"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the range between f1 and f2 of an RLC circuit that resonates at 150 kHz and has a Q of 30?,100.0 kHz to 155.0 kHz,147.5 kHz to 152.5 kHz,4500 kHz to 295.5 kHz,"149,970 Hz to 150,030 Hz", ,B," No answer description available for this question. <a href=""discussion-1260"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the bandwidth in the given circuit. If the winding resistance of the coil is 12 ?,6.4 kHz,47.2 kHz,53.7 kHz,60.2 kHz, ,A," No answer description available for this question. <a href=""discussion-471"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"At any resonant frequency, what net voltage is measured across the two series reactive components?",Applied voltage,Reactive voltage,Zero voltage,VL + VC voltage, ,C," No answer description available for this question. <a href=""discussion-479"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,If the bandwidth of a filter increases:,Q decreases,the roll-off rate increases,the half-power frequency decreases,the center frequency decreases, ,A," No answer description available for this question. <a href=""discussion-1259"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,Series RLC impedance or voltage totals must always be calculated by,adding values vectorially,graphing the angles,multiplying the values,subtracting the values, ,A," No answer description available for this question. <a href=""discussion-477"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, , What is the current through the capacitor in the given circuit?,3.5 mA,5.5 mA,9 mA,11.4 mA, ,A," No answer description available for this question. <a href=""discussion-472"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"What is the total impedance of a 60 Hz series RLC circuit when XL = 7.5 ohms, XC = 265.3 ohms, and R = 33 ohms?",257.8 ohms,259.9 ohms,290.8 ohms,1989.75 ohms, ,B," No answer description available for this question. <a href=""discussion-1271"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the total current for the nonideal circuit in the given circuit. If it is at resonance?,12:00 AM,"284 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/mu.gif"" alt=""mu.gif"" align=""absmiddle""> A",3.3 mA,38.5 mA, ,B," No answer description available for this question. <a href=""discussion-475"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the high cutoff frequency for an RLC circuit that resonates at 2000 Hz and has a bandwidth of 250 Hz?,2125 Hz,2250 Hz,1750 Hz,8.0 Hz, ,A," No answer description available for this question. <a href=""discussion-1284"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,Current in a series RLC circuit may always be used as:,a leading vector,a reference,an angle,a lagging vector, ,B," No answer description available for this question. <a href=""discussion-1270"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the impedance of the circuit?,"12.2 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","14.5 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","17.8 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">","20.3 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/complete/omega.gif"" align=""absmiddle"">", ,D," No answer description available for this question. <a href=""discussion-1261"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the resonant frequency in the given circuit?,6.5 kHz,53.7 kHz,107.4 kHz,18.1 MHz, ,B," No answer description available for this question. <a href=""discussion-470"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, , What is the impedance of the circuit in the given circuit?,"125.7 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","297.6 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","370.1 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","423.3 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,C," No answer description available for this question. <a href=""discussion-468"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"What is the approximate phase angle in a series RLC circuit when VC = 117 V, VR = 14.5 V, and VL = 3.3 V?",â45.0 degrees,â82.7 degrees,â90.0 degrees,â172.7 degrees, ,B," No answer description available for this question. <a href=""discussion-1277"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,Which statement best describes reactance in a series RLC circuit?,Capacitive reactance is always dominant.,Inductive reactance is always dominant.,Resistance is always dominant.,The larger of the two reactances is dominant., ,D," No answer description available for this question. <a href=""discussion-467"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the band pass (F1 â F2) of an RLC filter that resonates at 150 kHz and has a coil Q of 30?,100.0 kHz to 155.0 kHz,147.5 kHz to 152.5 kHz,295.5 kHz to 4500 kHz,"149,970 Hz to 150,030 Hz", ,B," No answer description available for this question. <a href=""discussion-1288"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the power factor?,0.279,0.479,0.679,0.879, ,D," No answer description available for this question. <a href=""discussion-1266"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the phase angle?,61.4Âº,28.5Âº,-28.5Âº,-61.4Âº, ,C," No answer description available for this question. <a href=""discussion-1265"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What would be the power factor for an RLC circuit that acts inductively?,+90 degrees leading,one,zero,â90 degrees lagging, ,C," No answer description available for this question. <a href=""discussion-1278"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,Voltage lags current in an RLC circuit when it acts:,capacitively,resistively,inductively,resonantly, ,A," No answer description available for this question. <a href=""discussion-1273"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,What is the bandwidth of the circuit in the given circuit?,11.6 Hz,275.9 Hz,1.5 kHz,3.2 kHz, ,B," No answer description available for this question. <a href=""discussion-476"">Let us discuss</a>. "
Electronics Engineering,RLC Circuits and Resonance, ,"What is the voltage across R1, C1, and L1?","VR = 156 V, VC = 165 V, VL = 441 V","VR = 178 V, VC = 187 V, VL = 503 V","VR = 219 V, VC = 232 V, VL = 619 V","VR = 260 V, VC = 276 V, VL = 735 V", ,A," No answer description available for this question. <a href=""discussion-1263"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,An ideal operational amplifier has,infinite output impedance,zero input impedance,infinite bandwidth,All of the above, ,C," No answer description available for this question. <a href=""discussion-643"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,Another name for a unity gain amplifier is:,difference amplifier,comparator,single ended,voltage follower, ,D," No answer description available for this question. <a href=""discussion-1574"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The open-loop voltage gain (Aol) of an op-amp is the,external voltage gain the device is capable of,internal voltage gain the device is capable of,most controlled parameter,same as Acl, ,B," No answer description available for this question. <a href=""discussion-649"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the output waveform?,sine wave,square wave,sawtooth wave,triangle wave, ,D," No answer description available for this question. <a href=""discussion-1559"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A series dissipative regulator is an example of a:,linear regulator,switching regulator,shunt regulator,dc-to-dc converter, ,A," No answer description available for this question. <a href=""discussion-1548"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is this circuit?,a low-pass filter,a high-pass filter,a bandpass filter,a band-stop filter, ,D," No answer description available for this question. <a href=""discussion-1560"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A noninverting closed-loop op-amp circuit generally has a gain factor:,less than one,greater than one,of zero,equal to one, ,B," No answer description available for this question. <a href=""discussion-1569"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"In order for an output to swing above and below a zero reference, the op-amp circuit requires:",a resistive feedback network,zero offset,a wide bandwidth,a negative and positive supply, ,D," No answer description available for this question. <a href=""discussion-1568"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,Op-amps used as high- and low-pass filter circuits employ which configuration?,noninverting,comparator,open-loop,inverting, ,D," No answer description available for this question. <a href=""discussion-1576"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,Decreasing the gain in the given circuit could be achieved by,reducing the amplitude of the input voltage,increasing the value of the feedback resistor,increasing the value of the input resistor,removing the feedback resistor, ,C," No answer description available for this question. <a href=""discussion-654"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If ground is applied to the (+) terminal of an inverting op-amp, the (â) terminal will:",not need an input resistor,be virtual ground,have high reverse current,not invert the signal, ,B," No answer description available for this question. <a href=""discussion-1570"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,An astable multivibrator is also known as a:,one-shot multivibrator,free-running multivibrator,bistable multivibrator,monostable multivibrator, ,B," No answer description available for this question. <a href=""discussion-1546"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"With negative feedback, the returning signal:",aids the input signal,is proportional to output current,opposes the input signal,is proportional to differential voltage gain, ,C," No answer description available for this question. <a href=""discussion-1549"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What starts a free-running multivibrator?,a trigger,an input signal,an external circuit,nothing, ,D," No answer description available for this question. <a href=""discussion-1579"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A portion of the output that provides circuit stabilization is considered to be:,negative feedback,distortion,open-loop,positive feedback, ,A," No answer description available for this question. <a href=""discussion-1577"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,How many leads does the TO-5 metal can package of an operational amplifier have?,"8, 10, or 12","6, 8, or 10",8 or 14,8 or 16, ,A," No answer description available for this question. <a href=""discussion-1554"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If a noninverting amplifier has an RIN of 1000 ohms and an RFB of 2.5 kilohms, what is the RIN voltage when 1.42 mV is applied to the correct input?",3.5 mV,ground,1.42 mV,0.56 mV, ,C," No answer description available for this question. <a href=""discussion-1572"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,Input impedance [Zin(I)] of an inverting amplifier is approximately equal to:,Ri,Rf + Ri,â,Rf â Ri, ,A," No answer description available for this question. <a href=""discussion-652"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The closed-loop voltage gain of an inverting amplifier equals:,the ratio of the input resistance to the feedback resistance,the open-loop voltage gain,the feedback resistance divided by the input resistance,the input resistance, ,C," No answer description available for this question. <a href=""discussion-1544"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the cutoff frequency of this low-pass filter?,4.8 kHz,3.8 kHz,2.8 kHz,1.8 kHz, ,D," No answer description available for this question. <a href=""discussion-1561"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,All of the following are basic op-amp input modes of operation EXCEPT,inverting mode,common-mode,double-ended,single-ended, ,A," No answer description available for this question. <a href=""discussion-644"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the output voltage?,15 V,5 V,â5 V,â15 V, ,C," No answer description available for this question. <a href=""discussion-1557"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A circuit whose output is proportional to the difference between the input signals is considered to be which type of amplifier?,common-mode,darlington,differential,operational, ,C," No answer description available for this question. <a href=""discussion-1562"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"With negative feedback, the returning signal",is proportional to the output current,is proportional to the differential voltage gain,opposes the input signal,aids the input signal, ,C," No answer description available for this question. <a href=""discussion-650"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the output waveform?,sine wave,square wave,+15 V,â15 V, ,A," No answer description available for this question. <a href=""discussion-1558"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The voltage follower has a:,closed-loop voltage gain of unity,small open-loop voltage gain,closed-loop bandwidth of zero,large closed-loop output impedance, ,A," No answer description available for this question. <a href=""discussion-1545"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the output waveform of the circuit?,sine wave,square wave,sawtooth wave,triangle wave, ,B," No answer description available for this question. <a href=""discussion-1556"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The ratio between differential gain and common-mode gain is called:,amplitude,differential-mode rejection,common-mode rejection,phase, ,C," No answer description available for this question. <a href=""discussion-1564"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the frequency of this 555 astable multivibrator?,278 Hz,178 Hz,78 Hz,8 Hz, ,B," No answer description available for this question. <a href=""discussion-1581"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If the gain of a closed-loop inverting amplifier is 3.9, with an input resistor value of 1.6 kilohms, what value of feedback resistor is necessary?",6240 ohms,2.4 kilohms,410 ohms,0.62 kilohms, ,A," No answer description available for this question. <a href=""discussion-1571"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"In an open-loop op-amp circuit, whenever the inverting input (â) is negative relative to the noninverting input (+), the output will:",swing negative,close the loop,be balanced,swing positive, ,D," No answer description available for this question. <a href=""discussion-1565"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"With a differential gain of 50,000 and a common-mode gain of 2, what is the common-mode rejection ratio?",â87.9 dB,â43.9 dB,43.9 dB,87.9 dB, ,D," No answer description available for this question. <a href=""discussion-1555"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If the input to a comparator is a sine wave, the output is a:",ramp voltage,sine wave,rectangular wave,sawtooth wave, ,C," No answer description available for this question. <a href=""discussion-1551"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What three subcircuits does a phase locked loop (PLL) consist of?,"phase comparator, comparator, and VCO","phase comparator, bandpass filter, and VCO","phase comparator, bandpass filter, and demodulator","phase comparator, low-pass filter, and VCO", ,D," No answer description available for this question. <a href=""discussion-1547"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The major difference between ground and virtual ground is that virtual ground is only a:,voltage reference,current reference,power reference,difference reference, ,A," No answer description available for this question. <a href=""discussion-1566"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If an op-amp has one input grounded and the other input has a signal feed to it, then it is operating as what?",Common-mode,Single-ended,Double-ended,Noninverting mode, ,B," No answer description available for this question. <a href=""discussion-645"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"If the feedback/input resistor ratio of a feedback amplifier is 4.6 with 1.7 V applied to the noninverting input, what is the output voltage value?",7.82 V,saturation,cutoff,9.52 V, ,D," No answer description available for this question. <a href=""discussion-1573"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The Schmitt trigger is a two-state device that is used for:,pulse shaping,peak detection,input noise rejection,filtering, ,A," No answer description available for this question. <a href=""discussion-1552"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"When a capacitor is used in place of a resistor in an op-amp network, its placement determines:",open- or closed-loop gain,integration or differentiation,saturation or cutoff,addition or subtraction, ,B," No answer description available for this question. <a href=""discussion-1578"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What value of input resistance is needed in the given circuit to produce the given output voltage?,"50 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"">","4 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"">","4.08 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"">","5 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"">", ,B," No answer description available for this question. <a href=""discussion-653"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The common-mode voltage gain is,smaller than differential voltage gain,equal to voltage gain,greater than differential voltage gain,None of the above, ,A," No answer description available for this question. <a href=""discussion-646"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,How many logic states does an S-R flip-flop have?,2,3,4,5, ,C," No answer description available for this question. <a href=""discussion-1580"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,An output that is proportional to the addition of two or more inputs is from which type of amplifier?,differentiator,difference,summing,analog subtractor, ,C," No answer description available for this question. <a href=""discussion-1575"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,"In a PLL, to obtain lock, the signal frequency must:",come within the lock range,be less than the capture frequency,come within the capture range,be greater than the capture frequency, ,C," No answer description available for this question. <a href=""discussion-1550"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,An ideal amplifier should have:,high input current,zero offset,high output impedance,moderate gain, ,B," No answer description available for this question. <a href=""discussion-1567"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A differential amplifier has a common-mode gain of 0.2 and a common-mode rejection ratio of 3250. What would the output voltage be if the single-ended input voltage was 7 mV rms?,1.4 mV rms,650 mV rms,4.55 V rms,0.455 V rms, ,C," No answer description available for this question. <a href=""discussion-647"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The magnitude of closed-loop voltage gain (Acl) of an inverting amplifier equals:,the ratio of the input resistance to the feedback resistance,the open-loop voltage gain Aol,the feedback resistance divided by the input resistance,the input resistance, ,C," No answer description available for this question. <a href=""discussion-651"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,What is the difference between common-mode and differential-mode input signals?,phase relationship,voltage,current,apparent power, ,A," No answer description available for this question. <a href=""discussion-1563"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,A circuit that uses an amplifier with passive filter elements is called a(n):,relaxation oscillator,signal generator,differential amplifier,active filter, ,D," No answer description available for this question. <a href=""discussion-1553"">Let us discuss</a>. "
Electronics Engineering,Operational Amplifiers, ,The input offset current equals the,average of two base currents,collector current divided by the current gain,difference between two base-emitter voltages,difference between two base currents, ,D," No answer description available for this question. <a href=""discussion-648"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,"""Half-splitting"" is",a means for nuclear fuel cells to produce electricity,a means of isolating a problem in a circuit,a means for reducing a high ac voltage to a low dc voltage,a means of limiting current in a circuit, ,B," No answer description available for this question. <a href=""discussion-100"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,If doubling the voltage across a resistor doubles the current through the resistor then,the resistor value decreased,the resistor value did not change,the resistor value increased,it is impossible to determine the change in the resistor value, ,B," No answer description available for this question. <a href=""discussion-97"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,"If the voltage across a fixed value of resistance is increased five times, what does the current do?",It increases by a factor of five.,It decreases by a factor of five.,It stays the same.,Not enough information, ,A," No answer description available for this question. <a href=""discussion-82"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,"If the resistance in a circuit with constant voltage increases, the current will",increase,decrease,stay the same,Not enough information, ,B," No answer description available for this question. <a href=""discussion-81"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, , What is the power in the given circuit?,3.6 W,35 W,175 W,245 W, ,B," No answer description available for this question. <a href=""discussion-86"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,What is the kilowatt-hour consumption of a 40 W lamp if it remains on for 1750 h?,43.75,70,"43,750","70,000", ,B," (1,750 x 40)/1000 = 70 kilowatt-hour. "
Electronics Engineering,Ohm's Law, ,A damaged resistor,may appear burned,may have an increased resistance value,may be checked with an ohmmeter,All of the above, ,D," No answer description available for this question. <a href=""discussion-89"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,Power supplies differ from batteries in that,power supply output voltages are ac and not dc,power supply voltages are not stable,power supplies are low-current devices,None of the above, ,D," No answer description available for this question. <a href=""discussion-99"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, , What is the resistor value in the given circuit?,"200 <img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","1 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","2 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">","4 k<img src=""https://www.indiabix.com/_files/images/basic-electronics/basics/omega.gif"" alt=""omega.gif"" align=""absmiddle"">", ,C," No answer description available for this question. <a href=""discussion-84"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,If voltage across a resistance doubles,the current is halved,the resistance doubles,the current is unchanged,none of the above, ,D," No answer description available for this question. <a href=""discussion-95"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,What is the power in the given circuit?,32 W,80 W,500 W,16 kW, ,A," No answer description available for this question. <a href=""discussion-87"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,Ohm's law describes the mathematical relationship between,"ohms, kilohms, and megohms",resistor size and resistor value,"resistance, voltage, and current",none of the above, ,C," No answer description available for this question. <a href=""discussion-94"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,Energy is defined as the ability to,produce heat,produce light,produce sound,All of the above, ,D," No answer description available for this question. <a href=""discussion-85"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,What electromotive force would cause 20 A of current to flow through a 500  resistor?,0.04 V,2.5 V,25.0 V,"10,000 V", ,D," No answer description available for this question. <a href=""discussion-90"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,The rate at which work is performed is called,current,energy,power,voltage, ,C," No answer description available for this question. <a href=""discussion-91"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,A battery's capacity to deliver power is measured in,kWh,Ah,Wh,Vh, ,B," No answer description available for this question. <a href=""discussion-93"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,Power supplies are regulated to prevent the output voltage from changing due to changes in the,line voltage,supply load,frequency,both line voltage and supply load, ,D," No answer description available for this question. <a href=""discussion-98"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,What is the power in the given circuit?,3.92 kW,280 W,28.6 W,9.8 W, ,D," No answer description available for this question. <a href=""discussion-88"">Let us discuss</a>. "
Electronics Engineering,Ohm's Law, ,If current through a resistance is halved,the resistance is halved,the voltage is halved,the voltage doubles,none of the above, ,B," No answer description available for this question. <a href=""discussion-96"">Let us discuss</a>. "
